timestamp, utilization.gpu [%], memory.used [MiB], memory.total [MiB]
2026/04/15 19:28:02.641, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:28:07.642, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:28:07.642, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:28:12.643, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:28:12.643, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:28:17.643, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:28:17.644, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:28:22.644, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:28:22.644, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:28:27.645, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:28:27.645, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:28:32.646, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:28:32.646, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:28:37.647, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:28:37.647, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:28:42.647, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:28:42.647, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:28:47.648, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:28:47.648, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:28:52.649, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:28:52.649, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:28:57.650, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:28:57.650, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:29:02.650, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:29:02.651, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:29:07.651, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:29:07.651, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:29:12.652, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:29:12.652, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:29:17.653, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:29:17.653, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:29:22.654, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:29:22.654, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:29:27.654, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:29:27.655, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:29:32.655, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:29:32.655, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:29:37.656, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:29:37.656, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:29:42.657, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:29:42.657, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:29:47.658, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:29:47.658, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:29:52.658, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:29:52.658, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:29:57.659, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:29:57.659, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:30:02.660, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:30:02.660, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:30:07.661, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:30:07.661, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:30:12.661, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:30:12.662, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:30:17.662, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:30:17.662, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:30:22.663, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:30:22.663, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:30:27.664, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:30:27.664, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:30:32.665, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:30:32.665, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:30:37.665, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:30:37.665, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:30:42.666, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:30:42.666, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:30:47.667, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:30:47.667, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:30:52.668, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:30:52.668, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:30:57.668, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:30:57.669, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:31:02.669, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:31:02.669, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:31:07.670, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:31:07.670, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:31:12.671, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:31:12.671, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:31:17.672, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:31:17.672, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:31:22.672, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:31:22.672, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:31:27.673, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:31:27.673, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:31:32.674, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:31:32.674, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:31:37.675, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:31:37.675, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:31:42.675, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:31:42.676, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:31:47.676, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:31:47.676, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:31:52.677, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:31:52.677, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:31:57.678, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:31:57.678, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:32:02.679, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:32:02.679, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:32:07.679, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:32:07.679, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:32:12.680, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:32:12.680, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:32:17.681, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:32:17.681, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:32:22.682, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:32:22.682, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:32:27.683, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:32:27.683, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:32:32.683, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:32:32.683, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:32:37.684, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:32:37.684, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:32:42.685, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:32:42.685, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:32:47.686, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:32:47.686, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:32:52.686, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:32:52.687, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:32:57.687, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:32:57.687, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:33:02.688, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:33:02.688, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:33:07.689, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:33:07.689, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:33:12.690, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:33:12.690, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:33:17.690, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:33:17.690, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:33:22.691, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:33:22.691, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:33:27.692, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:33:27.692, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:33:32.693, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:33:32.693, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:33:37.693, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:33:37.693, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:33:42.694, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:33:42.694, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:33:47.695, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:33:47.695, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:33:52.696, 0 %, 61283 MiB, 81920 MiB
2026/04/15 19:33:52.696, 0 %, 0 MiB, 81920 MiB
2026/04/15 19:33:57.697, 0 %, 61283 MiB, 81920 MiB
