timestamp, utilization.gpu [%], memory.used [MiB], memory.total [MiB]
2026/06/10 08:28:47.890, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:28:52.891, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:28:52.891, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:28:57.892, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:28:57.892, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:29:02.893, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:29:02.894, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:29:07.894, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:29:07.895, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:29:12.895, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:29:12.896, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:29:17.896, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:29:17.897, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:29:22.897, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:29:22.897, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:29:27.898, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:29:27.899, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:29:32.900, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:29:32.900, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:29:37.900, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:29:37.901, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:29:42.901, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:29:42.902, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:29:47.902, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:29:47.902, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:29:52.903, 0 %, 463 MiB, 81920 MiB
2026/06/10 08:29:52.903, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:29:57.904, 4 %, 531 MiB, 81920 MiB
2026/06/10 08:29:57.904, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:30:02.905, 15 %, 497 MiB, 81920 MiB
2026/06/10 08:30:02.905, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:30:07.906, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:30:07.906, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:30:12.907, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:30:12.907, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:30:17.908, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:30:17.908, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:30:22.909, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:30:22.909, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:30:27.910, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:30:27.910, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:30:32.911, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:30:32.911, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:30:37.912, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:30:37.912, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:30:42.913, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:30:42.913, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:30:47.914, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:30:47.914, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:30:52.915, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:30:52.915, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:30:57.916, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:30:57.917, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:31:02.917, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:31:02.918, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:31:07.919, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:31:07.919, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:31:12.920, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:31:12.920, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:31:17.921, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:31:17.921, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:31:22.922, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:31:22.922, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:31:27.923, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:31:27.923, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:31:32.924, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:31:32.924, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:31:37.925, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:31:37.925, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:31:42.926, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:31:42.926, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:31:47.927, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:31:47.927, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:31:52.928, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:31:52.929, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:31:57.930, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:31:57.930, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:32:02.931, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:32:02.931, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:32:07.932, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:32:07.932, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:32:12.933, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:32:12.933, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:32:17.934, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:32:17.934, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:32:22.935, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:32:22.935, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:32:27.936, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:32:27.936, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:32:32.937, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:32:32.937, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:32:37.938, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:32:37.938, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:32:42.939, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:32:42.940, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:32:47.940, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:32:47.941, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:32:52.942, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:32:52.942, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:32:57.943, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:32:57.943, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:33:02.944, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:33:02.944, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:33:07.945, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:33:07.945, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:33:12.946, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:33:12.946, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:33:17.947, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:33:17.947, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:33:22.948, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:33:22.948, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:33:27.949, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:33:27.949, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:33:32.950, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:33:32.950, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:33:37.951, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:33:37.951, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:33:42.952, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:33:42.952, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:33:47.953, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:33:47.953, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:33:52.954, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:33:52.955, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:33:57.955, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:33:57.956, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:34:02.956, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:34:02.957, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:34:07.958, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:34:07.958, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:34:12.959, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:34:12.959, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:34:17.960, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:34:17.960, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:34:22.961, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:34:22.961, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:34:27.962, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:34:27.962, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:34:32.963, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:34:32.963, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:34:37.964, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:34:37.964, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:34:42.965, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:34:42.965, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:34:47.966, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:34:47.966, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:34:52.967, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:34:52.968, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:34:57.968, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:34:57.969, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:35:02.970, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:35:02.970, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:35:07.971, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:35:07.971, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:35:12.972, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:35:12.972, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:35:17.973, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:35:17.973, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:35:22.974, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:35:22.974, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:35:27.975, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:35:27.975, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:35:32.976, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:35:32.976, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:35:37.977, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:35:37.977, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:35:42.978, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:35:42.978, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:35:47.979, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:35:47.979, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:35:52.980, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:35:52.980, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:35:57.981, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:35:57.982, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:36:02.983, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:36:02.983, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:36:07.984, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:36:07.984, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:36:12.985, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:36:12.985, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:36:17.986, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:36:17.986, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:36:22.987, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:36:22.987, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:36:27.988, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:36:27.988, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:36:32.989, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:36:32.989, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:36:37.990, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:36:37.990, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:36:42.991, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:36:42.992, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:36:47.993, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:36:47.993, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:36:52.994, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:36:52.994, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:36:57.995, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:36:57.995, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:37:02.996, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:37:02.996, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:37:07.997, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:37:07.997, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:37:12.998, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:37:12.998, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:37:17.999, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:37:17.999, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:37:23.000, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:37:23.000, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:37:28.001, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:37:28.001, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:37:33.002, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:37:33.002, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:37:38.003, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:37:38.003, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:37:43.004, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:37:43.004, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:37:48.005, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:37:48.005, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:37:53.006, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:37:53.006, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:37:58.007, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:37:58.007, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:38:03.008, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:38:03.008, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:38:08.009, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:38:08.009, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:38:13.010, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:38:13.010, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:38:18.011, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:38:18.011, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:38:23.011, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:38:23.012, 0 %, 0 MiB, 81920 MiB
2026/06/10 08:38:28.012, 0 %, 497 MiB, 81920 MiB
2026/06/10 08:38:28.012, 0 %, 0 MiB, 81920 MiB
